Gender,Age,Ethnicity,Religion,Parents Work,Siblings,Housing,Current GPA,Desired GPA,Absences,Video Games,Game Hours,Game Genre,Game With Friends,Game Timing,Gaming Stopped,Main Reason Started Gaming,Part-Time,Part-Time Hours,Job Sector,Days Of Week Worked,CCAs Participated,No. Of CCAs Participated,CCA Names,CCA Role,CCA Hours,School Satisfaction Level,Satisfied Area,Unsatisfied Area,Support Level,Sense Of Belonging,Future Planned,Career Option 1,Career Option 2,Career Option 3,Interested Career 1,Interested Career 2,Interested Career 3,Skill 1,Skill 2,Skill 3
Male,22,Chinese,Buddhist,Both Works,2,HDB,2.91,3.5,2,Yes,< 9,Battle Royale,Yes,2200,No,Escape from reality,Yes,11 - 15,Fitness,"Friday, Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Study Life,4,Yes,Undecided,Nan,Nan,Nan,"Physiotherapist 
","Pe Teacher/Personal Trainer
",Nan,"Fitness Training 
","Exercise Programming
",Adaptability
Female,19,Indian,Hindu,Both Works,0,HDB,3.82,3.97,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,21 - 25,Retail,"Monday, Friday, Saturday, Sunday",Yes,2,slc/sc,Student Advisor,2,5,None,Results,5,No,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,24,Malay,Islam,Father Only,3,HDB,2.47,3,1,Yes,< 9,Other,No,2000,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Courses,None,7,Yes,Undecided,Nan,Nan,Nan,Ui Designer,Web Developer,Mobile Developer,Programming,Patience,Ideating
Female,18,filipino,Christian,Both Works,2,HDB,3.91,3.95,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,11 - 15,Retail,"Thursday, Saturday, Sunday",Yes,1,RP-IPRS ,Leader/President,5,7,Social Life,Courses,6,Yes,Undecided,Nan,Nan,Nan,"Anything In The Legal Sector 
","Corporate Communications 
",Public Relations,"Critical Thinking 
","Communication Skills
",Networking Skills
Female,20,Chinese,Buddhist,Both Works,1,Condominium,2.7,3.2,2,Yes,< 9,Battle Royale,Yes,2100,No,Influenced,Yes,11 - 15,Food & Beverage,"Thursday, Saturday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Classmates,Courses,8,Yes,Undecided,Nan,Nan,Nan,"Supply Chain Employee
","Pharmaceutical Company Employee
",Research Employee,"Supply Chain Knowledge
","Patience
",Inventory Management
Female,19,Chinese,Free thinker,Both Works,1,HDB,4,4,2,Yes,10 - 19,Moba,Yes,2200,No,To make new friends,Yes,6 - 10,Healthcare,"Friday, Saturday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,3,Social Life,Results,3,No,Not yet,Nan,Nan,Nan,Cardiology ,Haematologist ,Psychology,Sciecne ,Patience ,Precision
Female,19,Malay,Islam,Both Works,3,HDB,2,2.8,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,RP Selatra (Seni Silat),Student Advisor,9,8,Social Life,Results,7,Yes,Undecided,Nan,Nan,Nan,"Overseas University
","Go Nie
",Work,Patience,"Knowledge Of What I Want To Pursue In
3. Technical Skill",Nan
Male,22,Malay,Islam,Both Works,3,HDB,1.7,3.6,2,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,11 - 15,Retail,"Thursday, Saturday",Yes,1,Wind symphony,Member,4,8,Social Life,Results,4,No,Undecided,Nan,Nan,Nan,Poly Lecturer,Science Teacher,Sec Sch Math,Patience ,Determination,Nan
Female,20,Chinese,Buddhist,Both Works,1,HDB,3.14,3.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,6 - 10,Education,"Saturday, Sunday",Yes,1,Deafning,Member,1,8,Classmates,Study Life,8,Yes,Planned,Doctor,Radiology,Nan,Nan,Nan,Nan,Patient,Communication Skills,Friendly
Male,24,Malay,Islam,Father Only,2,HDB,2.84,3,1,Yes,30 - 39,Action,Yes,2230,No,Entertainment,Yes,16 - 20,Entertainment,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,9,Classmates,Study Life,10,Yes,Undecided,Nan,Nan,Nan,Transport Nurse ,Community Care Associate ,Health Coach,Empathy ,Care ,Patience
Female,20,Indian,Hindu,Both Works,0,HDB,2.1,2.6,2,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,6 - 10,Food & Beverage,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,6,Social Life,Results,5,Yes,Planned,Coral Conservation,Shark Conservation,Ecologist,Nan,Nan,Nan,Diving,Coral Reef Ecology,Elasmobranchology
Female,23,Chinese,Free thinker,Mother Only,2,HDB,3.3,3.7,6,Yes,10 - 19,Action,No,2100,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,None,Social Life,5,No,Not yet,Nan,Nan,Nan,"Forensic Scientist
","Park Ranger
",Marine Biologist,"Analytical Skills
","Physical Fitness
",Passion And Knowledge
Male,21,Chinese,Buddhist,Mother Only,0,HDB,3.24,3.24,4,Yes,10 - 19,Other,No,1900,Yes,Reduce Stress from School,No,Don't Work,Don't Work,Don't Work,Yes,1,Table Top Games,Member,2,5,Results,Some modules in my diploma are not my liking.,5,Yes,Undecided,Nan,Nan,Nan,Mobile App Developer ,Game Developer ,Cross Platform App Developer,Programming,Design ,Problem Solving
Female,20,Filipino,Catholic,Both Works,0,HDB,3.09,3.5,0,Yes,10 - 19,Other,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Results,None,8,Yes,Undecided,Nan,Nan,Nan,Freelancer ,Ui Ux Designer ,Software Developer,Figma ,Communication ,Time Management
Female,19,Malay,Islam,Both Works,2,HDB,2.58,3,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,None,Results,7,No,Planned,Physiotherapist,Occupational Therapist,Therapist Assistant,Nan,Nan,Nan,Patience,Empathy,Adaptability
Female,19,Malay,Islam,Both doesn't work,1,HDB,0.6,4,35,Yes,> 84,Horror,Yes,0000,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,1,None,Results,1,No,Not yet,Nan,Nan,Nan,Streamer ,Policeman ,Maid,Patience,Nan,Nan
Male,17,Chinese,Free thinker,Both Works,5,HDB,2.94,3.5,0,Yes,60 - 69,Survival,Yes,1900,No,Entertainment,Yes,6 - 10,Food & Beverage,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Study Life,7,Yes,Not yet,Nan,Nan,Nan,Gamer ,Programmer ,It Engineer,Patience ,Cooking ,Precision
Female,18,Malay,Islam,Both Works,1,HDB,3.15,3.8,4,Yes,< 9,Moba,Yes,1200,No,Entertainment,Yes,< 5,Education,Sunday,Yes,2,"RP Muay Thai, Maven",Member,4,6,Study Life,Social Life,8,Yes,Planned,Lecturer,Genetics Researcher,Cancer Researcher,Nan,Nan,Nan,Passion ,Knowledge ,Patience
Male,19,Chinese,Buddhist,Father Only,1,HDB,2.98,3.4,1,Yes,40 - 49,Action,Yes,21 00,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Social Life,Results,7,Yes,Planned,Content Creator ,Programmer ,Lecturer,Nan,Nan,Nan,Creativity ,Patience ,Knowledge
Female,21,Eurasian,Buddhist,Both Works,2,HDB,2.91,3.56,3,Yes,< 9,Strategy,No,1900,No,Entertainment,Yes,21 - 25,Food & Beverage,"Friday, Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,Courses,Results,7,Yes,Planned,"Patient Service Associates 
","Data Analytics 
",Assistant Therapist,Nan,Nan,Nan,Communication,Nan,Nan
Male,21,Chinese,Buddhist,Father Only,2,HDB,3.74,3.9,0,Yes,> 84,Adventure,No,2100,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,RP Wind Symphony,Student Advisor,9,6,Courses,None,7,Yes,Planned,"Cybersecurity Analyst
","Game Developer
",Lecturer,Nan,Nan,Nan,"Patience
","Knowledge
","Self Discipline 
, Passion
, Collaboration"
Male,24,Chinese,Buddhist,Both Works,3,HDB,2.1,2.2,7,Yes,50 - 59,Action,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,2,None,Internship,5,No,Planned,Network Operations Centre Engineer ,Network Engineer ,It Engineer,Nan,Nan,Nan,Ccna ,Interest In It Hardware ,Working Brain
Male,19,Malay,Islam,Both Works,1,HDB,2,3,5,Yes,< 9,Action,Yes,2000,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,Classmates,Results,3,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Leadership,Social Skill,Coding
Male,18,Malay,Islam,Father Only,1,Condominium,3.08,3.4,0,Yes,70 - 84,Action,Yes,1200,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Courses,Social Life,8,Yes,Planned,Content Creator,Entrepenuer,Web/Product Designer,Nan,Nan,Nan,Concentration,Resilience,Flexibility
Female,19,Chinese,Free thinker,Both Works,0,HDB,3.41,3.6,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Courses,7,Yes,Undecided,Nan,Nan,Nan,Accountant ,Banker ,Teacher,Accounting ,Understand Finance ,Patience
Female,19,Chinese,Christian,Mother Only,2,HDB,3.32,3.75,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,16 - 20,Gym,"Tuesday, Friday, Saturday, Sunday",Yes,2,"maven , pharmaceutica",Member,0,5,Lecturers,Results,6,Yes,Undecided,Nan,Nan,Nan,Food Technologist,Dietician,Nan,Science,Nan,Nan
Male,17,Chinese,Buddhist,Both Works,3,HDB,3.83,3.85,3,Yes,40 - 49,Action,Yes,1730,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,Aviators,Member,2,7,Classmates,Results,8,Yes,Planned,Pilot ,Atc ,Physician,Nan,Nan,Nan,Multitasking ,Critical Thinking ,Precision
Female,20,Malay,Free thinker,Father Only,1,HDB,3.23,3.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,2,Hockey and Adventure Learning Club,Leader/President,7,8,Social Life,Study Life,9,Yes,Planned,Physiotherapist ,Sport Scientist ,Nan,Nan,Nan,Nan,Patience ,Creativity ,Attention To Detail
Female,18,Chinese,Free thinker,Both Works,1,HDB,2.86,3.6,5,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Study Life,Results,8,Yes,Undecided,Nan,Nan,Nan,Social Media Manager ,Content Creator ,Further Studies,Creativity ,Patience ,Communication
Female,19,Chinese,Buddhist,Both Works,2,HDB,3.3,3.5,1,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,11 - 15,Food & Beverage,"Wednesday, Saturday",Yes,2,"SOI CLUB, EMP",Member,3,6,Social Life,Results,5,No,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,24,Chinese,Free thinker,Mother Only,2,Shop house,3.18,4,2,Yes,10 - 19,Moba,Yes,1230,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,SEG CLUB AND PMI,EXCO,2,7,Classmates,Environment ,7,No,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Skills,Creativity,Talent
Female,23,Malay,Islam,Father Only,1,HDB,2.61,3,0,Yes,< 9,Battle Royale,Yes,1600,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,Service learning,Member,2,7,Classmates,Results,5,Yes,Not yet,Nan,Nan,Nan,It Analyst ,Accountant ,Nan,Patience ,Precision ,Coding
Male,21,Javanese,Islam,Both Works,3,HDB,3.1,3.3,3,Yes,< 9,Other,Yes,2200,No,Entertainment,Yes,< 5,Stage crew ,"Saturday, Sunday",Yes,3,"RP Selatra, Adventure-Learning Club, Service-Learning Club",Member,6,7,Social Life,Results,5,Yes,Planned,Army Officer,Teacher,Counsellor,Nan,Nan,Nan,Strategic Planning,Listening,"Patience, Creative Thinking"
Female,18,Chinese,Free thinker,Both Works,0,HDB,3.79,4,0,Yes,< 9,Action,Yes,2000,No,Influenced,Yes,6 - 10,Education,"Saturday, Sunday",Yes,2,SMC and YEC,Leader/President,2,7,Social Life,Classmates,8,Yes,Planned,Venture Capitalist,Private Equity,Wealth Management,Nan,Nan,Nan,Finance,Nan,Nan
Female,19,Chinese,Buddhist,Father Only,4,Condominium,2.5,3.5,1,Yes,10 - 19,Action,Yes,2100,Yes,Entertainment,Yes,26 - 30,Food & Beverage,"Friday, Saturday, Sunday",Yes,1,Tennis ,EXCO,6,7,None,Results,6,Yes,Undecided,Nan,Nan,Nan,Physio,Nurse,Nan,Patient ,Precision ,Nan
Female,19,Malay,Islam,Father Only,2,HDB,3,3.4,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,2,Republican Post and String Ensemble ,Leader/President,15,5,CCA :’),Results,5,Yes,Not yet,Nan,Nan,Nan,Journalist,Geographer,Cabin Crew - Stewardess,Writing,Analytical Skills,Service
Male,19,Chinese,Buddhist,Both Works,1,Condominium,2.66,3,2,Yes,> 84,Other,Yes,1800,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,1,Aviators IG,Member,0,1,None,Courses,2,No,Undecided,Nan,Nan,Nan,Pilot,"Rsn
",Psychologist,"Quick-Thinking
","Decisiveness
",Empathy
Female,19,Malay,Islam,Both Works,0,HDB,2.6,3.8,3,Yes,10 - 19,Other,Yes,2000,No,Influenced,No,Don't Work,Don't Work,Don't Work,Yes,1,NYAA IG,EXCO,2,9,Study Life,None,10,Yes,Not yet,Nan,Nan,Nan,"Cardio Thoracic Surgeon
","Ap Nurse
",Psychologist,"Surgery Skills 
","Patience 
",Counselling And Communication
Male,20,Chinese,Buddhist,Both Works,1,HDB,3.13,3.8,2,Yes,< 9,Action,Yes,1700,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,None,Study Life,5,No,Undecided,Nan,Nan,Nan,Formulator ,Quality Control Analyst ,Qa Personnel,Precision ,Knowledge ,Experience And Knowledge
Male,24,Malay,Islam,Both Works,2,HDB,1.88,3,0,Yes,< 9,Action,Yes,0000,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,2,SEG club & PMI Club,EXCO,3,5,Courses,Classmates,5,Yes,Undecided,Nan,Nan,Nan,Social Worker ,Hr Executive ,Administrative Executive,Patience ,Compassion ,Problem Solving
Male,18,Chinese,Free thinker,Both Works,1,HDB,2.44,3.5,1,Yes,60 - 69,Action,Yes,2100,No,Entertainment,Yes,11 - 15,Food & Beverage,Saturday,Yes,1,tchoukball,EXCO,5,8,Classmates,Results,9,Yes,Undecided,Nan,Nan,Nan,Accountant ,Hr ,Interior Design,Patience ,Communication ,Creativity
Female,22,Chinese,Buddhist,Both Works,1,HDB,2.59,3.5,5,Yes,30 - 39,Other,No,2200,No,Entertainment,Yes,11 - 15,Retail,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,None,Results,5,Yes,Undecided,Nan,Nan,Nan,Occupational Therapist,Radiographer,Public Relations Officer,Problem-Solving,Patience,Precision
Female,19,Malay,Islam,Father Only,4,HDB,3.05,3.5,3,Yes,< 9,Strategy,Yes,1900,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,2,"CAP, Photo republic",Member,0,9,Social Life,Lecturers,6,Yes,Not yet,Nan,Nan,Nan,Teacher,Production Assistant,Designer,Leadership,Communication,Creativity
Female,19,Indian,Hindu,Mother Only,1,HDB,3.5,3.9,0,Yes,< 9,Moba,No,0020,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,Results,Social Life,6,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Male,21,Chinese,Free thinker,Mother Only,0,HDB,2.93,3,0,Yes,10 - 19,Simulation,Yes,2200,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,Aikido,Member,2,8,Courses,None,8,Yes,Undecided,Nan,Nan,Nan,Cabin Crew,Pilot,Crew Scheduling,Communication,Critical Thinking,Decision Making
Female,22,Chinese,Christian,Both Works,1,HDB,2.98,3.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Classmates,Social Life,8,Yes,Planned,Marketing,Content Creator,Entrepreneurship,Nan,Nan,Nan,Creativity,Perseverance,Trendy
Male,22,Malay,Islam,Father Only,1,HDB,3.5,3.8,3,Yes,30 - 39,Other,No,1900,No,Escape from reality,Yes,21 - 25,Retail,"Friday, Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,5,Results,Social Life,5,No,Planned,Game Artist ,Cybersecurity Architect ,Civil Servant,Nan,Nan,Nan,Coding Understanding ,Illustration ,Diligence
Male,21,Malay,Islam,Both doesn't work,1,HDB,2.5,2.9,1,Yes,10 - 19,Action,Yes,0,No,Entertainment,Yes,21 - 25,Food & Beverage,"Wednesday, Thursday, Friday, Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,10,Classmates,Study Life,10,Yes,Planned,Police,Firefighter,Nan,Nan,Nan,Nan,Community  ,Patience,Nan
Male,19,Chinese,Buddhist,Both Works,1,HDB,3.54,3.8,0,Yes,30 - 39,Battle Royale,Yes,2000,Yes,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,3,"SAS Club, Maven, Table Top Game IG",EXCO,30,5,Classmates,Study Life,8,No,Planned,Doctor ,Biomedical Researcher ,Lecturer,Nan,Nan,Nan,Decision Making ,Critical Thinking ,Patience
Male,18,Malay,Islam,Both Works,1,HDB,0.77,1.5,0,Yes,< 9,Sports,No,1600,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Study Life,5,Yes,Undecided,Nan,Nan,Nan,Accountant,Financial Advisor,Sign On Ns,Patience,Communication,Interlectual Skills
Male,18,Malay,Islam,Both Works,1,HDB,0.77,1.5,0,Yes,< 9,Sports,No,1600,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Study Life,5,Yes,Undecided,Nan,Nan,Nan,Financial Advisor,Nan,Nan,Patience,Nan,Nan
Female,21,Chinese,Buddhist,Both Works,3,Condominium,2.79,3.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,Netball ,EXCO,6,6,Classmates,Results,6,No,Not yet,Nan,Nan,Nan,Counsellor,Human Resource Executive,Psychologist,Patience,Meticulous,Passionate
Male,19,Chinese,Free thinker,Father Only,2,HDB,2.6,4,0,Yes,10 - 19,Action,Yes,2100,No,To have fun with friends,Yes,16 - 20,Warehouse,"Saturday, Sunday",No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,7,Classmates,Lecturers,1,Yes,Undecided,Nan,Nan,Nan,911,World War 1,World War 2,Gun Power,Gun Powder,Airplane License
Female,22,Malay,Islam,Father Only,3,HDB,2.5,3,2,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,> 35,Food & Beverage,"Friday, Saturday, Sunday",Yes,1,deafening ,Member,1,10,Study Life,None,6,Yes,Not yet,Nan,Nan,Nan,Nurse ,Admin Clerk ,Doctor,Patience ,Fast Fingers To Type ,Knowledge
Male,25,Chinese,Free thinker,Both Works,0,HDB,2.88,3.5,1,Yes,< 9,Other,Yes,1800,Yes,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,2,SEG Club & Service Learning Club,Member,4,1,No assignment at all & good lecturers to teach us,Submit your assignments before 2359 & bad lecturers to teach us,1,No,Not yet,Nan,Nan,Nan,Engineer,Cameraman,Technician,Problem Solving,Self-Awareness,Coding
Female,19,Indian,Sikh,Both Works,1,HDB,2.44,3.5,4,Yes,10 - 19,Simulation,Yes,1800,No,Escape from reality,No,Don't Work,Don't Work,Don't Work,Yes,2,"Service Learning IG, Pharmaceutical IG",Member,1,6,None,Study Life,7,No,Undecided,Nan,Nan,Nan,Lab Technician,Quality Control Analyst,Clinical Research Coordinator,Qc,Attention To Detail,Communication
Female,19,Chinese,Free thinker,Mother Only,1,HDB,2.32,3,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,3,"Operation Theatre, RPCapoeira, Eureka ","Student Advisor, Secretary, Member respectively",18,3,Interest group,Lecturers,2,No,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Agriculture,Nan,Nan
Female,22,Malay,Islam,Both doesn't work,3,HDB,1.3,2.4,5,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,6 - 10,Entertainment,"Saturday, Sunday",Yes,1,floorball,Member,5,7,Classmates,Results,6,No,Not yet,Nan,Nan,Nan,Coach ,Teacher,Nan,Patience ,Responsibility,Nan
Female,22,Malay,Islam,Both Works,1,HDB,1.72,2.8,5,Yes,20 - 29,Action,No,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,4,None,Courses,4,Yes,Planned,Laboratories,Nutritionists,Medical School,Nan,Nan,Nan,Technical Skills,Nan,Nan
Female,20,Chinese,Free thinker,Mother Only,2,HDB,2.75,3.5,1,Yes,> 84,Other,Yes,1100,No,Entertainment,Yes,6 - 10,Food & Beverage,"Saturday, Sunday",Yes,1,Made-to-Create (Comics),EXCO,5,7,Courses,Study Life,7,Yes,Not yet,Nan,Nan,Nan,Game Designer,Digital Artist,Character Artist,Creativity,Digital Art,Detail Oriented
Male,19,Javanese,Islam,Mother Only,6,HDB,2.91,3,3,Yes,30 - 39,Sports,No,0600,Yes,Training,No,Don't Work,Don't Work,Don't Work,Yes,2,SWG Club and Aviators,Member,7,8,Study Life,Area of play,9,Yes,Planned,Racing Driver,Military,Volleyball Player,Nan,Nan,Nan,Quick Reactions,Athlecticism,Discipline
Female,19,Malay,Islam,Father Only,1,HDB,1.1,2.5,4,Yes,< 9,Action,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,4,"Archery, Deafining, Taekwondo, Eureka",Member,6,7,Social Life,Results,7,Yes,Planned,Radiologist,Nurse,Lab Scientist,Nan,Nan,Nan,Patience,Discipline,Attentiveness
Female,19,Indian,Islam,Both Works,2,HDB,3.45,3.6,3,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,SAS club,Member,4,5,None,Results,5,Yes,Not yet,Nan,Nan,Nan,Teacher,Hospital Lab,Pharmacist,Precision,Laboratory Skills,Timeliness
Male,19,Chinese,Buddhist,Mother Only,2,HDB,2.9,3.5,0,Yes,40 - 49,Adventure,Yes,2000,No,Entertainment,No,Don't Work,Don't Work,Don't Work,No,Don't Have CCA,Don't Have CCA,Don't Have CCA,Don't Have CCA,8,Study Life,Results,6,No,Undecided,Nan,Nan,Nan,Translator ,Reporter ,Sports Commentator,Language ,Outspoken ,Confidence
Female,19,Chinese,Christian,Both Works,2,Condominium,2.4,3,1,Yes,< 9,Other,Yes,1200,No,Entertainment,No,Don't Work,Don't Work,Don't Work,Yes,1,Rhapsody,Member,5,8,Classmates,Results,7,Yes,Not yet,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
Female,24,Chinese,Christian,Mother Only,4,HDB,1.81,2.5,0,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Yes,11 - 15,Food & Beverage,"Friday, Saturday, Sunday",Yes,3,"reppost, slc, shl",Member,3,8,Courses,Classmates,8,No,Planned,Nurse,Journalist,Nan,Nan,Nan,Nan,Patience,Writing Skills,Communication Skills
Female,20,Malay,Islam,Father Only,1,Maisonnette,3.03,3.7,2,No,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,Don't Play Video Games,No,Don't Work,Don't Work,Don't Work,Yes,1,Netball ,EXCO,10,8,"Mixture of Studying, Social Life and Netball",Results,4,Yes,Undecided,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
